0.00023903,2.8943,8.0494,14.199,20.243,24.392,27.272,29.319,30.824,31.981,33.578,34.999,35.587,35.675,35.402,34.799,33.95,32.97,31.92,30.812,29.664,28.51,27.368,26.255,23.725,20.308,17.651,14.594,12.079,10.69,9.7423,9.0008,8.3559,7.7666,7.2216,6.7146,6.2422,5.8033,5.3955,5.0176,4.6645,4.337,0,50.207,108.47,137,127.56,103.94,81.839,64.991,53.11,44.948,35.295,28.027,23.528,20.052,17.194,14.813,12.822,11.156,9.7618,8.5933,7.6133,6.7906,6.0992,5.5172,4.4294,3.398,2.8381,2.3414,1.9843,1.7379,1.5317,1.3515,1.1927,1.0527,0.92907,0.81999,0.7237,0.63873,0.56373,0.49754,0.43912,0.38756
0.00023863,2.8542,7.8197,13.528,18.956,22.582,25.054,26.79,28.056,29.024,30.344,31.473,31.876,31.846,31.505,30.879,30.049,29.115,28.13,27.104,26.053,25.006,23.978,22.983,20.751,17.785,15.523,12.976,10.911,9.7564,8.938,8.2763,7.6876,7.1434,6.6375,6.1661,5.7268,5.3188,4.9399,4.5891,4.2619,3.9589,0,50.207,108.47,137,127.56,103.94,81.839,64.991,53.11,44.948,35.295,28.027,23.528,20.052,17.194,14.813,12.822,11.156,9.7618,8.5933,7.6133,6.7906,6.0992,5.5172,4.4294,3.398,2.8381,2.3414,1.9843,1.7379,1.5317,1.3515,1.1927,1.0527,0.92907,0.81999,0.7237,0.63873,0.56373,0.49754,0.43912,0.38756
0.00023935,2.9263,8.2314,14.727,21.238,25.769,28.928,31.168,32.804,34.047,35.732,37.176,37.699,37.67,37.249,36.465,35.415,34.221,32.952,31.623,30.254,28.88,27.523,26.202,23.194,19.125,15.953,12.302,9.3337,7.7748,6.7963,6.0956,5.529,5.0384,4.6039,4.2143,3.8627,3.546,3.26,3.0024,2.7659,2.5516,0,50.207,108.47,137,127.56,103.94,81.839,64.991,53.11,44.948,35.295,28.027,23.528,20.052,17.194,14.813,12.822,11.156,9.7618,8.5933,7.6133,6.7906,6.0992,5.5172,4.4294,3.398,2.8381,2.3414,1.9843,1.7379,1.5317,1.3515,1.1927,1.0527,0.92907,0.81999,0.7237,0.63873,0.56373,0.49754,0.43912,0.38756
0.00023851,2.8422,7.7537,13.353,18.671,22.26,24.766,26.589,27.981,29.101,30.77,32.472,33.466,34.018,34.234,34.136,33.799,33.315,32.737,32.078,31.353,30.592,29.813,29.032,27.175,24.515,22.28,19.394,16.582,14.644,13.118,11.826,10.681,9.6492,8.7147,7.8679,7.1015,6.4098,5.7846,5.2225,4.7093,4.2469,0,50.207,108.47,137,127.56,103.94,81.839,64.991,53.11,44.948,35.295,28.027,23.528,20.052,17.194,14.813,12.822,11.156,9.7618,8.5933,7.6133,6.7906,6.0992,5.5172,4.4294,3.398,2.8381,2.3414,1.9843,1.7379,1.5317,1.3515,1.1927,1.0527,0.92907,0.81999,0.7237,0.63873,0.56373,0.49754,0.43912,0.38756
0.00023622,2.6104,6.4291,9.4949,11.326,11.996,12.278,12.459,12.635,12.837,13.241,13.742,14.096,14.337,14.455,14.469,14.409,14.304,14.163,13.991,13.797,13.588,13.371,13.152,12.624,11.86,11.209,10.358,9.5055,8.8806,8.3489,7.8617,7.399,6.9549,6.5291,6.1222,5.7351,5.3685,5.0225,4.697,4.3907,4.1039,0,50.207,108.47,137,127.56,103.94,81.839,64.991,53.11,44.948,35.295,28.027,23.528,20.052,17.194,14.813,12.822,11.156,9.7618,8.5933,7.6133,6.7906,6.0992,5.5172,4.4294,3.398,2.8381,2.3414,1.9843,1.7379,1.5317,1.3515,1.1927,1.0527,0.92907,0.81999,0.7237,0.63873,0.56373,0.49754,0.43912,0.38756
0.0002391,2.902,8.0867,14.3,20.416,24.595,27.493,29.538,31.028,32.153,33.654,34.985,35.508,35.458,35.023,34.315,33.417,32.376,31.221,30.005,28.762,27.536,26.317,25.163,22.553,19.095,16.458,13.458,11,9.5931,8.6163,7.8262,7.1312,6.5074,5.9434,5.4288,4.9596,4.5326,4.1469,3.7964,3.4786,3.1927,0,50.207,108.47,137,127.56,103.94,81.839,64.991,53.11,44.948,35.295,28.027,23.528,20.052,17.194,14.813,12.822,11.156,9.7618,8.5933,7.6133,6.7906,6.0992,5.5172,4.4294,3.398,2.8381,2.3414,1.9843,1.7379,1.5317,1.3515,1.1927,1.0527,0.92907,0.81999,0.7237,0.63873,0.56373,0.49754,0.43912,0.38756
0.00023841,2.833,7.6922,13.165,18.29,21.687,24.033,25.716,26.981,27.977,29.403,30.82,31.565,31.815,31.718,31.361,30.812,30.111,29.287,28.384,27.431,26.468,25.488,24.543,22.332,19.27,16.809,13.829,11.249,9.7521,8.7494,7.9771,7.3182,6.7334,6.2052,5.7209,5.2751,4.8647,4.4902,4.1464,3.831,3.544,0,50.207,108.47,137,127.56,103.94,81.839,64.991,53.11,44.948,35.295,28.027,23.528,20.052,17.194,14.813,12.822,11.156,9.7618,8.5933,7.6133,6.7906,6.0992,5.5172,4.4294,3.398,2.8381,2.3414,1.9843,1.7379,1.5317,1.3515,1.1927,1.0527,0.92907,0.81999,0.7237,0.63873,0.56373,0.49754,0.43912,0.38756
0.00023877,2.8694,7.9012,13.773,19.448,23.301,25.994,27.932,29.384,30.518,32.124,33.695,34.5,34.74,34.585,34.132,33.458,32.61,31.618,30.533,29.389,28.231,27.053,25.912,23.227,19.476,16.433,12.715,9.512,7.7394,6.655,5.9037,5.3167,4.8286,4.4097,4.0386,3.7056,3.4048,3.137,2.8953,2.6769,2.4819,0,50.207,108.47,137,127.56,103.94,81.839,64.991,53.11,44.948,35.295,28.027,23.528,20.052,17.194,14.813,12.822,11.156,9.7618,8.5933,7.6133,6.7906,6.0992,5.5172,4.4294,3.398,2.8381,2.3414,1.9843,1.7379,1.5317,1.3515,1.1927,1.0527,0.92907,0.81999,0.7237,0.63873,0.56373,0.49754,0.43912,0.38756
0.00023837,2.8294,7.672,13.112,18.204,21.592,23.952,25.666,26.976,28.025,29.579,31.211,32.189,32.682,32.83,32.718,32.408,31.94,31.339,30.65,29.899,29.126,28.325,27.546,25.687,23.052,20.866,18.069,15.402,13.599,12.209,11.037,9.9957,9.0572,8.2074,7.4348,6.7329,6.0965,5.5228,5.0036,4.5352,4.1156,0,50.207,108.47,137,127.56,103.94,81.839,64.991,53.11,44.948,35.295,28.027,23.528,20.052,17.194,14.813,12.822,11.156,9.7618,8.5933,7.6133,6.7906,6.0992,5.5172,4.4294,3.398,2.8381,2.3414,1.9843,1.7379,1.5317,1.3515,1.1927,1.0527,0.92907,0.81999,0.7237,0.63873,0.56373,0.49754,0.43912,0.38756
0.00023622,2.6132,6.4284,9.4943,11.311,11.974,12.259,12.435,12.611,12.802,13.194,13.713,14.08,14.305,14.421,14.452,14.413,14.318,14.18,14.012,13.821,13.624,13.414,13.21,12.722,12.029,11.451,10.703,9.9566,9.3896,8.8906,8.4182,7.959,7.5126,7.0808,6.6644,6.2652,5.8844,5.523,5.1811,4.8583,4.5548,0,50.207,108.47,137,127.56,103.94,81.839,64.991,53.11,44.948,35.295,28.027,23.528,20.052,17.194,14.813,12.822,11.156,9.7618,8.5933,7.6133,6.7906,6.0992,5.5172,4.4294,3.398,2.8381,2.3414,1.9843,1.7379,1.5317,1.3515,1.1927,1.0527,0.92907,0.81999,0.7237,0.63873,0.56373,0.49754,0.43912,0.38756
